EmployeeID,hiredate_key,terminationdate_key,length_of_service,Emp_PrevSTATUS,city_name,department_name,job_title,store_name,gender_short,gender_full,termreason_desc,termtype_desc,BUSINESS_UNIT
1383,18-01-2008,23-08-2020,12,Expert,Vernon,Store Management,Store Manager,36,M,Male,Retirement,Voluntary,STORES
1385,23-04-1994,08-04-2020,26,Expert,Vancouver,Recruitment,Recruiter,35,M,Male,Retirement,Voluntary,HEADOFFICE
1386,02-03-2008,17-01-2020,12,Expert,Victoria,Processed Foods,Processed Foods Manager,37,M,Male,Retirement,Voluntary,STORES
1388,11-05-2003,10-08-2020,17,Expert,Nanaimo,Produce,Produce Manager,18,M,Male,Retirement,Voluntary,STORES
1389,02-07-1999,13-10-2020,21,Expert,Quesnel,Store Management,Store Manager,28,M,Male,Retirement,Voluntary,STORES
1390,26-09-1992,20-12-2020,28,Expert,Vancouver,Recruitment,Recruiter,35,F,Female,Retirement,Voluntary,HEADOFFICE
1391,03-12-2010,15-09-2020,10,Expert,Chilliwack,Store Management,Store Manager,6,M,Male,Retirement,Voluntary,STORES
1392,25-08-2001,02-09-2020,19,Expert,Vancouver,Recruitment,Recruiter,35,M,Male,Retirement,Voluntary,HEADOFFICE
1394,05-07-1991,17-10-2020,29,Expert,Victoria,Customer Service,Customer Service Manager,37,F,Female,Retirement,Voluntary,STORES
1395,07-05-2015,10-05-2020,5,Newcomer,Vancouver,Recruitment,Recruiter,35,F,Female,Retirement,Voluntary,HEADOFFICE
1396,26-03-2013,30-06-2020,7,Proficient,Vernon,Meats,Meats Manager,36,M,Male,Retirement,Voluntary,STORES
1397,24-10-2007,27-04-2020,13,Expert,Quesnel,Meats,Meats Manager,28,F,Female,Retirement,Voluntary,STORES
1399,24-02-1998,18-08-2020,22,Expert,Terrace,Produce,Produce Manager,32,F,Female,Retirement,Voluntary,STORES
1400,02-10-2004,17-05-2020,16,Expert,Vancouver,Recruitment,Recruiter,35,F,Female,Retirement,Voluntary,HEADOFFICE
1401,30-01-2005,30-07-2020,15,Expert,Dawson Creek,Store Management,Store Manager,9,F,Female,Retirement,Voluntary,STORES
1402,22-06-2000,09-01-2020,20,Expert,Vancouver,Training,Trainer,35,F,Female,Retirement,Voluntary,HEADOFFICE
1403,10-02-2009,20-03-2020,11,Expert,Kelowna,Produce,Produce Manager,16,M,Male,Retirement,Voluntary,STORES
1404,23-05-1990,17-04-2020,30,Expert,Vancouver,Training,Trainer,35,F,Female,Retirement,Voluntary,HEADOFFICE
1405,19-08-2008,07-07-2020,12,Expert,Vancouver,Training,Trainer,35,M,Male,Retirement,Voluntary,HEADOFFICE
1406,13-12-2001,25-03-2020,19,Expert,Vancouver,Training,Trainer,35,M,Male,Retirement,Voluntary,HEADOFFICE
1408,11-09-2012,16-01-2020,8,Proficient,Nanaimo,Bakery,Bakery Manager,18,F,Female,Retirement,Voluntary,STORES
1409,08-10-2002,21-07-2020,18,Expert,Vancouver,Information Technology,Systems Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1411,01-02-2001,06-01-2020,19,Expert,Dawson Creek,Meats,Meat Cutter,9,F,Female,Retirement,Voluntary,STORES
1412,24-06-1998,18-12-2020,22,Expert,Vancouver,Information Technology,Systems Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1413,27-01-1990,21-05-2020,30,Expert,Vancouver,Information Technology,Systems Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1414,16-09-1999,03-12-2020,21,Expert,Vancouver,Information Technology,Systems Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1417,29-04-2010,09-03-2020,10,Expert,Squamish,Store Management,Store Manager,30,F,Female,Retirement,Voluntary,STORES
1419,08-01-1998,13-04-2020,22,Expert,New Westminster,Store Management,Store Manager,21,F,Female,Retirement,Voluntary,STORES
1421,22-06-2015,29-11-2020,5,Newcomer,Victoria,Store Management,Store Manager,46,M,Male,Retirement,Voluntary,STORES
1422,12-11-2012,22-11-2020,8,Proficient,Vancouver,Dairy,Dairy Person,35,M,Male,Retirement,Voluntary,STORES
1425,11-11-2001,05-08-2020,19,Expert,Vancouver,Dairy,Dairy Person,35,M,Male,Retirement,Voluntary,STORES
1427,13-02-2010,26-02-2020,10,Expert,Surrey,Meats,Meats Manager,31,F,Female,Retirement,Voluntary,STORES
1428,20-05-2000,07-10-2020,20,Expert,Victoria,Meats,Meats Manager,46,M,Male,Retirement,Voluntary,STORES
1430,14-07-2013,30-09-2020,7,Proficient,Vancouver,Dairy,Dairy Person,35,M,Male,Retirement,Voluntary,STORES
1431,16-06-2002,28-10-2020,18,Expert,Victoria,Produce,Produce Manager,46,M,Male,Retirement,Voluntary,STORES
1433,28-11-2009,12-12-2020,11,Expert,Victoria,Bakery,Bakery Manager,46,F,Female,Retirement,Voluntary,STORES
1434,01-04-1998,16-04-2020,22,Expert,Kamloops,Produce,Produce Manager,15,M,Male,Retirement,Voluntary,STORES
1435,18-09-2000,24-05-2020,20,Expert,Port Coquitlam,Store Management,Store Manager,25,M,Male,Retirement,Voluntary,STORES
1436,28-07-2001,30-12-2020,19,Expert,Terrace,Bakery,Bakery Manager,32,F,Female,Retirement,Voluntary,STORES
1438,02-03-2009,25-11-2020,11,Expert,Cortes Island,Dairy,Dairy Person,7,M,Male,Retirement,Voluntary,STORES
1439,12-06-1995,22-02-2020,25,Expert,Burnaby,Store Management,Store Manager,5,M,Male,Retirement,Voluntary,STORES
1440,09-02-2015,16-04-2020,5,Newcomer,Victoria,Dairy,Dairy Person,46,M,Male,Retirement,Voluntary,STORES
1441,20-06-1991,29-05-2020,29,Expert,Vancouver,Labor Relations,Labor Relations Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1442,21-04-1992,20-09-2020,28,Expert,Surrey,Produce,Produce Manager,31,F,Female,Retirement,Voluntary,STORES
1444,03-02-2005,17-08-2020,15,Expert,Kelowna,Bakery,Bakery Manager,16,F,Female,Retirement,Voluntary,STORES
1445,07-02-1999,28-06-2020,21,Expert,Vernon,Produce,Produce Manager,36,M,Male,Retirement,Voluntary,STORES
1446,25-07-2006,08-09-2020,14,Expert,Vernon,Bakery,Bakery Manager,36,F,Female,Retirement,Voluntary,STORES
1447,12-03-2003,21-08-2020,17,Expert,Vancouver,Labor Relations,Labor Relations Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1448,18-09-2005,11-07-2020,15,Expert,Vancouver,Labor Relations,Labor Relations Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1449,06-01-1998,29-10-2020,22,Expert,Squamish,Meats,Meats Manager,30,F,Female,Retirement,Voluntary,STORES
1453,29-02-2008,21-08-2020,12,Expert,Kelowna,Dairy,Dairy Person,16,M,Male,Retirement,Voluntary,STORES
1456,06-07-2010,29-04-2020,10,Expert,Nanaimo,Dairy,Dairy Manager,18,F,Female,Retirement,Voluntary,STORES
1458,20-06-2000,01-11-2020,20,Expert,Vancouver,Labor Relations,Labor Relations Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1460,31-05-2004,26-07-2020,16,Expert,Kamloops,Dairy,Dairy Person,15,M,Male,Retirement,Voluntary,STORES
1461,15-04-2000,27-04-2020,20,Expert,Vancouver,Labor Relations,Labor Relations Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1463,19-08-2006,15-02-2020,14,Expert,Vancouver,HR Technology,HRIS Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1465,02-10-1990,07-10-2020,30,Expert,Kelowna,Processed Foods,Processed Foods Manager,16,F,Female,Retirement,Voluntary,STORES
1466,23-04-2009,03-05-2020,11,Expert,Kamloops,Bakery,Bakery Manager,15,M,Male,Retirement,Voluntary,STORES
1469,01-09-1993,21-05-2020,27,Expert,Vancouver,HR Technology,HRIS Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1470,10-10-1992,22-03-2020,28,Expert,Vancouver,HR Technology,HRIS Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1474,17-06-1998,02-02-2020,22,Expert,Fort St John,Meats,Meats Manager,12,F,Female,Retirement,Voluntary,STORES
1475,24-09-1999,19-03-2020,21,Expert,Vancouver,HR Technology,HRIS Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1476,03-10-1990,09-11-2020,30,Expert,Bella Bella,Store Management,Store Manager,3,M,Male,Retirement,Voluntary,STORES
1480,13-10-2011,09-10-2020,9,Proficient,Vancouver,HR Technology,HRIS Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1481,08-11-2010,23-11-2020,10,Expert,Cranbrook,Store Management,Store Manager,8,F,Female,Retirement,Voluntary,STORES
1482,08-04-2013,29-08-2020,7,Proficient,Quesnel,Produce,Produce Manager,28,M,Male,Retirement,Voluntary,STORES
1483,03-10-1998,19-07-2020,22,Expert,Williams Lake,Meats,Meats Manager,40,F,Female,Retirement,Voluntary,STORES
1484,10-03-2004,02-09-2020,16,Expert,Vancouver,HR Technology,HRIS Analyst,35,M,Male,Resignation,Voluntary,HEADOFFICE
1485,11-11-2004,01-10-2020,16,Expert,Vancouver,HR Technology,HRIS Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1486,17-07-1999,17-01-2020,21,Expert,Vancouver,Employee Records,Benefits Admin,35,M,Male,Retirement,Voluntary,HEADOFFICE
1487,15-06-2008,01-04-2020,12,Expert,Vancouver,HR Technology,HRIS Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1488,19-08-1991,06-12-2020,29,Expert,Vancouver,Employee Records,Benefits Admin,35,M,Male,Retirement,Voluntary,HEADOFFICE
1489,21-06-1999,31-07-2020,21,Expert,Victoria,Processed Foods,Processed Foods Manager,46,F,Female,Retirement,Voluntary,STORES
1490,01-01-2000,05-02-2020,20,Expert,Vernon,Dairy,Dairy Person,36,F,Female,Retirement,Voluntary,STORES
1491,16-05-1992,06-09-2020,28,Expert,Trail,Store Management,Store Manager,33,F,Female,Retirement,Voluntary,STORES
1492,20-10-2008,08-07-2020,12,Expert,Victoria,Customer Service,Customer Service Manager,46,F,Female,Retirement,Voluntary,STORES
1494,13-02-2006,02-07-2020,14,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Retirement,Voluntary,STORES
1495,15-03-2008,26-11-2020,12,Expert,Vernon,Processed Foods,Processed Foods Manager,36,F,Female,Retirement,Voluntary,STORES
1497,27-08-1998,01-01-2020,22,Expert,Vancouver,Employee Records,Benefits Admin,35,F,Female,Retirement,Voluntary,HEADOFFICE
1498,07-01-2001,26-07-2020,19,Expert,Vancouver,Employee Records,Benefits Admin,35,F,Female,Retirement,Voluntary,HEADOFFICE
1499,22-07-1995,23-02-2020,25,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
1500,19-04-2004,14-05-2020,16,Expert,Vancouver,Employee Records,Benefits Admin,35,F,Female,Retirement,Voluntary,HEADOFFICE
1502,05-07-1997,10-05-2020,23,Expert,Prince George,Store Management,Store Manager,26,F,Female,Retirement,Voluntary,STORES
1512,25-07-1996,27-01-2020,24,Expert,Cranbrook,Meats,Meats Manager,8,M,Male,Retirement,Voluntary,STORES
1513,13-04-2007,05-08-2020,13,Expert,Richmond,Store Management,Store Manager,29,F,Female,Retirement,Voluntary,STORES
1516,23-08-2010,04-04-2020,10,Expert,Vancouver,Compensation,Compensation Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1517,13-08-2006,17-04-2020,14,Expert,Vancouver,Compensation,Compensation Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1522,07-08-1998,02-02-2020,22,Expert,Kelowna,Customer Service,Customer Service Manager,16,F,Female,Retirement,Voluntary,STORES
1523,18-08-1994,27-05-2020,26,Expert,Vancouver,Compensation,Compensation Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1524,07-02-1999,30-03-2020,21,Expert,Vancouver,Accounts Receiveable,Accounts Receiveable Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1527,21-11-2008,11-01-2020,12,Expert,Terrace,Dairy,Dairy Person,32,F,Female,Retirement,Voluntary,STORES
1528,25-04-1990,16-09-2020,30,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Retirement,Voluntary,STORES
1529,06-04-2002,08-03-2020,18,Expert,Vancouver,Accounts Receiveable,Accounts Receiveable Clerk,35,M,Male,Retirement,Voluntary,HEADOFFICE
1530,22-03-1998,21-12-2020,22,Expert,Vernon,Customer Service,Customer Service Manager,36,F,Female,Retirement,Voluntary,STORES
1532,15-10-1991,23-02-2020,29,Expert,Kamloops,Dairy,Dairy Person,15,M,Male,Retirement,Voluntary,STORES
1533,05-06-1994,20-03-2020,26,Expert,Vancouver,Accounts Receiveable,Accounts Receiveable Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1534,09-07-2000,09-06-2020,20,Expert,Cranbrook,Produce,Produce Manager,8,F,Female,Retirement,Voluntary,STORES
1535,29-01-2004,07-01-2020,16,Expert,Vancouver,Accounts Receiveable,Accounts Receiveable Clerk,35,M,Male,Retirement,Voluntary,HEADOFFICE
1536,05-06-2000,21-04-2020,20,Expert,Kamloops,Processed Foods,Processed Foods Manager,15,M,Male,Retirement,Voluntary,STORES
1538,04-05-1990,26-03-2020,30,Expert,Vancouver,Accounts Payable,Accounts Payable Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1541,06-03-2015,09-11-2020,5,Newcomer,Vernon,Meats,Meat Cutter,36,F,Female,Retirement,Voluntary,STORES
1542,09-10-2005,26-04-2020,15,Expert,Cranbrook,Bakery,Bakery Manager,8,F,Female,Retirement,Voluntary,STORES
1543,09-04-2015,01-07-2020,5,Newcomer,Vancouver,Accounts Payable,Accounts Payable Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1544,17-05-2001,01-11-2020,19,Expert,Trail,Meats,Meats Manager,33,M,Male,Retirement,Voluntary,STORES
1545,21-12-2012,29-06-2020,8,Proficient,Dawson Creek,Bakery,Baker,9,F,Female,Layoff,Involuntary,STORES
1546,24-02-2014,24-07-2020,6,Proficient,Nanaimo,Processed Foods,Processed Foods Manager,18,M,Male,Retirement,Voluntary,STORES
1547,28-01-1994,01-01-2020,26,Expert,Nanaimo,Customer Service,Customer Service Manager,18,F,Female,Retirement,Voluntary,STORES
1548,06-08-1999,09-05-2020,21,Expert,Kelowna,Meats,Meat Cutter,16,F,Female,Retirement,Voluntary,STORES
1549,25-08-2009,28-11-2020,11,Expert,Nanaimo,Meats,Meat Cutter,18,M,Male,Retirement,Voluntary,STORES
1550,07-10-2004,30-09-2020,16,Expert,Vancouver,Accounts Payable,Accounts Payable Clerk,35,M,Male,Retirement,Voluntary,HEADOFFICE
1552,20-09-1999,30-04-2020,21,Expert,Terrace,Processed Foods,Processed Foods Manager,32,F,Female,Retirement,Voluntary,STORES
1553,23-12-2008,09-01-2020,12,Expert,Vernon,Meats,Meat Cutter,36,M,Male,Retirement,Voluntary,STORES
1554,08-05-1998,15-09-2020,22,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Retirement,Voluntary,STORES
1556,15-11-1990,04-10-2020,30,Expert,Cranbrook,Dairy,Dairy Person,8,M,Male,Retirement,Voluntary,STORES
1558,17-07-2007,09-06-2020,13,Expert,Cranbrook,Processed Foods,Processed Foods Manager,8,F,Female,Retirement,Voluntary,STORES
1559,19-02-1990,17-04-2020,30,Expert,Vancouver,Audit,Auditor,35,M,Male,Retirement,Voluntary,HEADOFFICE
1560,01-03-2015,17-04-2020,5,Newcomer,Vancouver,Audit,Auditor,35,F,Female,Retirement,Voluntary,HEADOFFICE
1562,10-09-2001,20-07-2020,19,Expert,Fort St John,Produce,Produce Manager,12,F,Female,Retirement,Voluntary,STORES
1566,03-02-2012,13-06-2020,8,Proficient,Vancouver,Audit,Auditor,35,M,Male,Retirement,Voluntary,HEADOFFICE
1567,01-12-2000,02-12-2020,20,Expert,Kelowna,Meats,Meat Cutter,16,F,Female,Retirement,Voluntary,STORES
1568,21-11-2002,24-04-2020,18,Expert,Squamish,Produce,Produce Manager,30,F,Female,Retirement,Voluntary,STORES
1569,11-08-2005,23-05-2020,15,Expert,Nanaimo,Meats,Meat Cutter,18,M,Male,Retirement,Voluntary,STORES
1571,15-09-2012,04-03-2020,8,Proficient,Vancouver,Accounting,Accounting Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1573,31-01-2015,20-02-2020,5,Newcomer,Trail,Bakery,Bakery Manager,33,M,Male,Retirement,Voluntary,STORES
1574,27-08-2000,14-12-2020,20,Expert,Trail,Dairy,Dairy Person,33,M,Male,Retirement,Voluntary,STORES
1575,02-03-1997,10-02-2020,23,Expert,Nanaimo,Meats,Meat Cutter,18,M,Male,Retirement,Voluntary,STORES
1578,19-03-2006,22-03-2020,14,Expert,Vancouver,Accounting,Accounting Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1579,31-05-2006,26-03-2020,14,Expert,Vancouver,Accounting,Accounting Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1580,01-07-2001,02-07-2020,19,Expert,Fort St John,Bakery,Bakery Manager,12,F,Female,Retirement,Voluntary,STORES
1581,20-07-2014,04-06-2020,6,Proficient,Squamish,Bakery,Bakery Manager,30,M,Male,Retirement,Voluntary,STORES
1585,02-12-2001,19-01-2020,19,Expert,Nanaimo,Meats,Meat Cutter,18,M,Male,Retirement,Voluntary,STORES
1586,19-05-1992,13-11-2020,28,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Retirement,Voluntary,STORES
1587,05-07-2011,14-11-2020,9,Proficient,Prince George,Meats,Meats Manager,26,F,Female,Retirement,Voluntary,STORES
1588,13-01-1998,30-03-2020,22,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Retirement,Voluntary,STORES
1589,28-05-1996,07-12-2020,24,Expert,Kamloops,Customer Service,Customer Service Manager,15,F,Female,Retirement,Voluntary,STORES
1590,14-07-1999,06-05-2020,21,Expert,Cranbrook,Customer Service,Customer Service Manager,8,M,Male,Retirement,Voluntary,STORES
1592,02-12-2015,02-02-2020,5,Newcomer,Vancouver,Accounting,Accounting Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1593,20-01-2001,22-12-2020,19,Expert,Trail,Processed Foods,Processed Foods Manager,33,M,Male,Retirement,Voluntary,STORES
1594,15-03-2003,07-01-2020,17,Expert,Vancouver,Accounting,Accounting Clerk,35,F,Female,Retirement,Voluntary,HEADOFFICE
1595,23-12-1993,14-10-2020,27,Expert,Terrace,Customer Service,Customer Service Manager,32,F,Female,Retirement,Voluntary,STORES
1596,12-07-2010,03-09-2020,10,Expert,Vancouver,Investment,Investment Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1597,20-01-2011,13-07-2020,9,Proficient,Vancouver,Investment,Investment Analyst,35,M,Male,Retirement,Voluntary,HEADOFFICE
1598,07-04-2015,14-12-2020,5,Newcomer,Vancouver,Investment,Investment Analyst,35,F,Female,Retirement,Voluntary,HEADOFFICE
1599,25-06-2007,04-07-2020,13,Expert,Surrey,Bakery,Bakery Manager,31,M,Male,Retirement,Voluntary,STORES
1600,02-03-1996,15-09-2020,24,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Retirement,Voluntary,STORES
1603,06-09-2003,17-09-2020,17,Expert,Vancouver,Store Management,Store Manager,41,F,Female,Retirement,Voluntary,STORES
1610,30-06-2006,13-08-2020,14,Expert,Nanaimo,Meats,Meat Cutter,18,M,Male,Retirement,Voluntary,STORES
1611,18-05-2009,14-12-2020,11,Expert,Vancouver,Meats,Meats Manager,41,M,Male,Retirement,Voluntary,STORES
1612,10-01-2009,05-07-2020,11,Expert,Vancouver,Produce,Produce Manager,41,F,Female,Retirement,Voluntary,STORES
1613,24-07-2008,29-01-2020,12,Expert,Grand Forks,Store Management,Store Manager,13,M,Male,Layoff,Involuntary,STORES
1615,05-09-1997,16-03-2020,23,Expert,West Vancouver,Store Management,Store Manager,38,F,Female,Retirement,Voluntary,STORES
1616,13-01-2012,26-12-2020,8,Proficient,Surrey,Dairy,Dairy Person,31,F,Female,Retirement,Voluntary,STORES
1617,05-08-1998,27-07-2020,22,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
1618,12-12-2005,12-09-2020,15,Expert,Vancouver,Bakery,Bakery Manager,41,F,Female,Retirement,Voluntary,STORES
1619,09-06-2001,08-02-2020,19,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
1621,01-12-1991,06-08-2020,29,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
1624,17-10-2003,10-08-2020,17,Expert,Vancouver,Dairy,Dairy Person,41,F,Female,Resignation,Voluntary,STORES
1627,30-07-2009,05-04-2020,11,Expert,Vancouver,Processed Foods,Processed Foods Manager,41,F,Female,Retirement,Voluntary,STORES
1628,25-04-2012,08-05-2020,8,Proficient,Kamloops,Meats,Meat Cutter,15,F,Female,Retirement,Voluntary,STORES
1631,08-01-1994,18-03-2020,26,Expert,Vancouver,Customer Service,Customer Service Manager,41,F,Female,Retirement,Voluntary,STORES
1632,23-06-1999,01-03-2020,21,Expert,Prince George,Produce,Produce Manager,26,F,Female,Retirement,Voluntary,STORES
1633,29-05-1991,01-06-2020,29,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
1634,03-10-2000,22-12-2020,20,Expert,Burnaby,Meats,Meats Manager,5,F,Female,Retirement,Voluntary,STORES
1636,20-05-2005,23-09-2020,15,Expert,Burnaby,Produce,Produce Manager,5,M,Male,Retirement,Voluntary,STORES
1638,15-05-1995,09-11-2020,25,Expert,Vancouver,Store Management,Store Manager,42,F,Female,Retirement,Voluntary,STORES
1640,03-05-2013,27-10-2020,7,Proficient,Kelowna,Meats,Meat Cutter,16,M,Male,Retirement,Voluntary,STORES
1642,02-10-1997,16-01-2020,23,Expert,Abbotsford,Store Management,Store Manager,1,M,Male,Retirement,Voluntary,STORES
1643,05-07-1993,08-07-2020,27,Expert,Prince George,Bakery,Bakery Manager,26,F,Female,Retirement,Voluntary,STORES
1644,14-01-2008,02-09-2020,12,Expert,Squamish,Dairy,Dairy Person,30,M,Male,Retirement,Voluntary,STORES
1645,17-06-2015,16-01-2020,5,Newcomer,New Westminster,Meats,Meats Manager,21,M,Male,Retirement,Voluntary,STORES
1647,10-03-1994,02-11-2020,26,Expert,Prince George,Dairy,Dairy Person,26,M,Male,Retirement,Voluntary,STORES
1650,10-06-2005,01-01-2020,15,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
1651,28-08-1991,28-01-2020,29,Expert,New Westminster,Produce,Produce Manager,21,F,Female,Retirement,Voluntary,STORES
1652,22-12-2000,12-04-2020,20,Expert,Kelowna,Meats,Meat Cutter,16,M,Male,Retirement,Voluntary,STORES
1653,06-03-1995,05-02-2020,25,Expert,Prince George,Processed Foods,Processed Foods Manager,26,F,Female,Resignation,Voluntary,STORES
1655,22-11-1996,10-02-2020,24,Expert,Cranbrook,Meats,Meat Cutter,8,F,Female,Retirement,Voluntary,STORES
1656,29-11-1999,31-10-2020,21,Expert,Vancouver,Meats,Meats Manager,42,F,Female,Retirement,Voluntary,STORES
1658,15-12-1995,07-08-2020,25,Expert,New Westminster,Bakery,Bakery Manager,21,M,Male,Retirement,Voluntary,STORES
1662,24-06-1993,06-03-2020,27,Expert,Trail,Customer Service,Customer Service Manager,33,M,Male,Retirement,Voluntary,STORES
1664,10-04-1999,17-03-2020,21,Expert,Vancouver,Produce,Produce Manager,42,F,Female,Retirement,Voluntary,STORES
